연관키워드,월간검색수 ,,월평균클릭수 ,,월평균클릭률 ,,경쟁정도,월평균노출 광고수
달서구위내시경,< 10,10,0,0.3,-,1.73%,높음,7
성장클리닉,560,"3,880",2.2,23.4,0.44%,0.67%,높음,10
송도당뇨,< 10,10,0,0,-,-,높음,3
대상포진초기증상,970,"10,400",0.5,71.5,0.06%,0.77%,높음,10
대구위내시경,130,170,0,1.5,-,0.95%,높음,10
대구위내시경병원,20,50,0,0.3,-,0.66%,높음,3
수성구위내시경,20,10,0,0,-,-,높음,7
수액치료,130,370,0,1.3,-,0.5%,높음,10
간검사,320,"3,300",0.4,20.2,0.13%,0.66%,높음,10
송도독감예방접종,< 10,< 10,0,0,-,-,낮음,0
계룡건강검진,< 10,80,0,0,-,-,높음,3
송도국가건강검진,< 10,20,0,0.3,-,1.36%,높음,7
송도국가검진,10,10,0,0,-,-,높음,3
송도독감접종,< 10,< 10,0,0,-,-,낮음,0
송도복부CT,< 10,10,0,0.6,-,3.04%,중간,2
송도채용검진,< 10,10,0,0.3,-,2.5%,높음,7
인천갑상선검사,30,30,0,1.3,-,2.85%,높음,10
아산건강검진,80,230,0.3,4.5,0.38%,2.2%,높음,10
송파종합건강검진,< 10,10,0.1,0.3,2.39%,2.78%,높음,7
금호누리내과,70,650,2,1,2.78%,0.16%,중간,1
마이코플라즈마폐렴,420,"2,280",0,0.5,-,0.03%,중간,2
박정환내과,30,190,0,0,-,-,중간,1
서울으뜸내과,250,"1,200",0.5,2,0.23%,0.19%,중간,2
송도병원,980,"2,820",18.6,87,1.99%,3.33%,높음,10
송도병원건강검진,10,30,0,0.8,-,2.71%,높음,7
세종건강검진센터,270,"1,520",1.3,16.4,0.52%,1.18%,높음,10
공릉동내과,80,400,0,0.8,-,0.22%,높음,3
공릉역병원,< 10,30,0,0,-,-,중간,6
가슴답답함,220,"1,360",0.2,3,0.1%,0.23%,높음,10
인천논현내과,50,460,0,0.7,-,0.17%,높음,3
인천외과,50,330,0,2.7,-,0.93%,높음,10
인천유방외과,280,"2,070",1.8,10.2,0.68%,0.6%,높음,10
기독병원,830,"3,770",0,1,-,0.03%,높음,3
전주순환기내과,30,110,0,0,-,-,중간,1
전주호흡기내과,50,300,0,0,-,-,높음,3
가정의학과,"3,120","43,700",2.1,39,0.08%,0.1%,높음,10
심부전치료,170,"1,420",0,5,-,0.38%,높음,7
혈관치료,10,90,0,0.3,-,0.36%,높음,7
고혈압치료,80,230,0.1,1,0.14%,0.45%,높음,10
수액주사,90,640,0,1.3,-,0.27%,높음,10
수원갑상선조직검사,< 10,20,0.1,0.6,4.77%,4.17%,높음,7
월성동내과,100,590,0,0.7,-,0.14%,높음,3
김포MRI,< 10,50,0.1,0.3,2.13%,0.45%,중간,8
김포특수건강검진,10,< 10,0,0,-,-,중간,5
마늘주사,"1,420","4,980",1,5.3,0.08%,0.12%,높음,10
국가암검진,590,960,0,0,-,-,높음,3
성서건강검진,< 10,10,0,0,-,-,높음,3
수원종합검진,20,40,0.3,0.5,1.37%,1.62%,높음,10
기관지확장증,"1,150","6,460",1.6,88.8,0.15%,1.45%,높음,10
부천호흡기내과,40,200,0.3,0,0.92%,-,높음,3
과민성대장증후군,"3,660","30,800",1.1,72.8,0.04%,0.26%,높음,10
성서내과,30,180,0,0,-,-,중간,1
인플루엔자예방접종,80,160,0,0.5,-,0.33%,높음,7
공군사관학교신체검사,20,170,1.5,1.6,5.18%,1.22%,중간,2
공중근무자신체검사,10,20,0.5,0,2.95%,-,중간,2
조종사화이트카드,< 10,10,0,0.3,-,3.34%,높음,3
원주건강검진,120,"1,930",0.7,9.3,0.55%,0.59%,높음,10
대상포진예방접종,"2,870","16,800",0.7,61.5,0.03%,0.4%,높음,10
일산건강검진,210,400,3.4,5,1.59%,1.31%,높음,10
서울MRI,10,60,0,1.6,-,2.74%,높음,7
서울검진센터,20,40,0.4,0.3,1.95%,0.54%,높음,7
서울채용검진,20,10,0,0.5,-,3.39%,높음,7
심장혈관,190,760,0.1,2,0.07%,0.43%,높음,10
혈액순환,490,"2,300",0.8,12,0.17%,0.55%,높음,10
백일해예방접종,"4,430","36,100",0.9,41,0.03%,0.13%,높음,10
건강검진센터대전,< 10,30,0,0,-,-,높음,7
건강관리협회충남,< 10,< 10,0,0,-,-,중간,1
대전건강검진,450,"1,180",2,12.4,0.53%,1.15%,높음,10
대전건강관리협회,450,"1,710",0.7,2.3,4.35%,3.22%,중간,3
아산건강검진센터,20,70,0,0,-,-,높음,3
천안건강관리협회,< 10,10,0,2.7,-,33.34%,중간,1
충남건강검진센터,< 10,10,0,0,-,-,높음,3
충남건강관리협회,< 10,10,0,0,-,-,낮음,0
나성동건강검진,20,40,0,0.3,-,1%,중간,4
세종시건강검진병원,20,60,0.1,1.5,0.47%,3.27%,높음,10
세종시내시경,40,30,0,0,-,-,높음,7
세종시병원,100,460,0,0.9,-,0.2%,높음,10
세종시학생건강검진,40,180,0,0.7,-,0.65%,높음,3
세종종합건강검진,< 10,10,0,0.3,-,1.57%,높음,7
세종종합검진,< 10,10,0.1,0.5,2.86%,3.85%,높음,7
어진동건강검진,10,30,0,0,-,-,높음,3
A형간염예방접종,"1,670","6,610",0.4,3.8,0.03%,0.07%,높음,10
당화혈색소정상수치,"2,910","20,200",6.6,388.1,0.25%,2.09%,높음,10
대상포진예방접종가격,"1,800","12,200",1.6,143.6,0.1%,1.26%,높음,10
대상포진증상,"6,980","101,500",20.7,"1,653.9",0.32%,1.74%,높음,10
백일해검사병원,< 10,10,0,0,-,-,높음,3
서초동내과,50,190,0.1,2.8,0.18%,1.67%,높음,10
수술병원,10,20,0.4,0,3.3%,-,높음,7
서초내과,70,140,0,1,-,0.8%,높음,10
대구엔도내과,50,330,2.2,3,5.27%,1.03%,중간,1
천안건강검진센터,70,280,1.3,8,2.26%,2.67%,높음,7
심장내과추천,20,40,0,0.3,-,0.75%,높음,7
마취통증의학과,"1,970","18,700",4.4,48.8,0.24%,0.28%,높음,10
은평구호흡기내과,10,80,0,0.7,-,0.82%,높음,3
폐렴구균예방접종,900,"4,750",0.1,8,0.02%,0.17%,높음,10
대장내시경약복용,"1,030","12,400",1.6,9,0.18%,0.11%,중간,6
세천내과,10,110,0,0.7,-,0.83%,높음,3
직원복지,100,130,0.2,0.2,0.22%,0.17%,높음,10
B형간염예방접종,"2,430","11,100",0.4,5.5,0.02%,0.06%,높음,10
강서구소화기내과,20,120,0,0.3,-,0.32%,높음,3
강서구위대장내시경,< 10,< 10,0,0.3,-,3.58%,높음,3
강서구호흡기내과,20,120,0.7,0,3.04%,-,높음,3
동해시건강검진,< 10,10,0,0,-,-,중간,2
성동구건강검진,20,60,0,0.8,-,1.61%,중간,8
뇌검사,100,610,0.5,5.6,0.5%,0.94%,높음,10
안산내과,270,"1,550",0.2,1.5,0.08%,0.11%,높음,10
안산병원,530,"1,770",0.2,9.4,0.05%,0.58%,높음,10
수원종합건강검진,20,50,0.3,1,1.61%,2.71%,높음,10
김해건강검진,90,210,0.7,4.1,0.76%,2%,높음,10
내시경센터,10,20,0.3,0,2.2%,-,높음,7
대장내시경잘하는병원,10,80,0,2.8,-,3.59%,높음,10
수면위내시경비용,180,"1,170",0.1,3.5,0.09%,0.33%,높음,7
송파건강검진,70,120,0.1,0.9,0.15%,0.72%,높음,10
2동탄내과,70,370,0,0,-,-,높음,3
세종시종합검진,< 10,< 10,0,0,-,-,높음,7
파킨슨병,"5,810","40,400",3.6,144,0.07%,0.41%,높음,10
분당건강검진,170,430,0.9,6.2,0.56%,1.5%,높음,10
인천특수검진,20,10,0,0,-,-,높음,3
심장클리닉,< 10,10,0,0.3,-,2.78%,높음,7
송파구건강검진병원,30,90,0.5,1.3,2.28%,1.84%,높음,10
양평군건강검진,< 10,20,0,0.6,-,2.05%,중간,6
전주시건강검진,< 10,< 10,0,0,-,-,높음,3
파주건강검진,90,230,0.4,4,0.46%,1.8%,높음,10
내과건강검진,30,360,0,0,-,-,높음,7
명동건강검진,100,80,0.3,2.3,0.27%,3.05%,높음,7
명동성당병원,< 10,10,0,0,-,-,낮음,0
서울뇌CT,< 10,10,0,1,-,7.15%,높음,7
서울다이어트약,80,330,0,0.8,-,0.34%,높음,10
서울복부CT,< 10,30,0,1,-,2.78%,중간,5
서울종합검진병원,< 10,< 10,0,0,-,-,높음,7
관악구위내시경,20,40,0,0,-,-,높음,3
동작구내과,80,90,0,0.3,-,0.31%,중간,8
상도동건강검진,10,30,0,0,-,-,높음,3
용산내과,170,470,0.4,3.5,0.31%,0.8%,높음,7
당뇨병치료,160,540,0,4.2,-,0.82%,높음,10
폐암검사,210,"1,280",0.6,3.1,0.3%,0.26%,높음,10
폐암증상,860,"6,800",0.7,32,0.09%,0.5%,높음,10
골밀도,280,"1,000",0,1,-,0.11%,높음,10
하남독감예방접종,< 10,< 10,0,0,-,-,낮음,0
하남종합검진,< 10,20,0.1,1.3,2.05%,6.25%,높음,7
엔드볼시술,< 10,10,0,0.5,-,1.93%,중간,4
개금건강검진,< 10,30,0,0,-,-,높음,3
개금박내과,40,420,0,3,-,0.87%,중간,1
의정부건강검진,220,710,2.6,15.4,1.18%,2.38%,높음,10
고운동건강검진,20,110,0.3,6,2.57%,6.32%,높음,7
세종메디캐치,50,360,0.5,2.8,0.77%,0.67%,중간,2
세종메디캐치의원,160,"1,060",2.9,41.3,2.54%,6.02%,낮음,2
세종시내과병원,< 10,< 10,0.6,0,11.43%,-,높음,7
세종시대장내시경,40,50,0.8,1,2.63%,2.71%,높음,10
세종시메디캐치,20,50,2.7,1.2,15.16%,2.95%,낮음,2
근막통증증후군병원,10,60,0.1,1,0.67%,1.45%,높음,10
당뇨병검사,100,220,0.1,0.8,0.1%,0.36%,높음,10
파상풍예방접종,550,"2,900",0.2,3.3,0.04%,0.12%,높음,10
감기,"4,830","11,500",3.7,7.2,0.08%,0.07%,높음,10
역류성식도염병원,370,"1,670",0.6,9.4,0.17%,0.58%,높음,10
수원내분비내과,40,220,0,5.3,-,2.41%,중간,8
안산건강검진,170,470,0.3,4.2,0.18%,0.93%,높음,10
대장증후군,110,440,0.1,5.3,0.15%,1.87%,높음,10
상인동위내시경,< 10,< 10,0,0,-,-,높음,3
강일동건강검진,10,30,0,0.7,-,3.13%,중간,6
미사건강검진센터,10,60,0.1,0.8,0.96%,1.93%,높음,7
미사대장내시경,20,50,0,1.8,-,5.84%,중간,6
