연관키워드,월간검색수 ,,월평균클릭수 ,,월평균클릭률 ,,경쟁정도,월평균노출 광고수
부천인공신장실,< 10,10,0.5,0,10%,-,중간,2
전립선초음파검사,130,620,0.1,3.4,0.08%,0.55%,높음,10
갱년기치료한의원,< 10,30,0.1,0.3,4.77%,1.7%,높음,7
월경,430,"3,000",0.2,2,0.05%,0.08%,높음,10
자궁,670,"6,090",0.3,10.8,0.06%,0.2%,높음,10
피임주사,60,780,0,2,-,0.39%,높음,10
전립선염약,120,650,0,1.8,-,0.47%,높음,10
남성갱년기,440,"1,110",0,2.6,-,0.26%,높음,10
여성클리닉,10,180,0,1,-,0.46%,높음,7
남성호르몬제,60,310,0,11.6,-,3.8%,높음,10
비뇨기과남성,< 10,20,0,0,-,-,높음,7
비뇨기과순위,< 10,10,0,0,-,-,높음,7
비뇨기과유명한곳,< 10,50,0,1,-,3.23%,높음,10
웨딩검사,10,40,0,0,-,-,높음,7
역곡비뇨기과,40,250,0,5.6,-,2.45%,높음,10
자궁경부암주사가격,40,260,0,2.6,-,1.52%,높음,10
남성비뇨기과검사,10,100,0.1,1.3,0.91%,1.59%,높음,10
발기부전약,210,"1,110",0.6,4.8,0.29%,0.48%,중간,8
발기부전치료방법,20,40,0,0,-,-,높음,7
조루,650,"6,810",0.5,6.2,0.09%,0.1%,높음,10
조루증,260,"1,910",0,12.2,-,0.73%,높음,10
리비브,90,370,0.7,3.5,0.83%,0.94%,높음,7
소음순성형,"1,070","5,380",1.7,73.6,0.34%,2.04%,높음,10
을지로비뇨기과,"1,470",90,0.2,2.6,0.02%,2.7%,높음,10
대만취업,40,130,0,0,-,-,중간,1
무도정관수술비용,40,150,0.1,1.6,0.31%,1.23%,높음,10
타워비뇨기과,230,"1,430",2.8,21.7,1.32%,1.64%,중간,7
부산야간비뇨기과,< 10,30,0,0.3,-,0.9%,높음,7
서면요로결석,50,100,0.3,0.5,0.57%,0.49%,중간,8
성병검사,600,"5,590",1.7,19,0.31%,0.39%,높음,10
연수구비뇨기과,30,100,0.5,2.6,1.57%,2.55%,높음,10
영통포경수술,< 10,10,0,0,-,-,중간,5
구인산삼,< 10,< 10,0,0,-,-,낮음,0
남성성기능장애의진단과치료,< 10,< 10,0,0,-,-,낮음,0
레비트라,160,510,1.7,3.8,1.14%,0.84%,중간,6
바르는발기부전치료제,20,180,0.1,10.6,0.39%,5.83%,높음,10
바르는비아그라,50,200,0,0,-,-,중간,1
비아그라구입방법,< 10,50,0,2.5,-,5.41%,중간,4
비아그라판매,20,110,0.3,9.3,1.76%,8.81%,중간,6
성의학,< 10,50,0,0,-,-,낮음,0
좌약,520,"4,310",2.3,3.5,0.62%,0.12%,중간,2
팔팔정구매,80,260,1.7,1.6,2.18%,0.69%,중간,1
송내역비뇨기과,10,90,0,0.9,-,1.05%,중간,7
갱년기홍조,100,280,0.3,1.8,0.3%,0.65%,높음,10
여성갱년기병원,30,290,0.3,3,0.76%,0.91%,높음,7
전립선암생존율,680,"5,720",1.3,60,0.21%,1.14%,높음,10
예비부부건강검진,20,40,0,0,-,-,높음,7
자궁경부암주사,470,"3,040",0,3.8,-,0.14%,높음,10
구구정,"1,460","6,170",4.9,33.7,0.37%,0.61%,중간,4
동종진피,260,550,0.1,2.5,0.06%,0.66%,높음,10
남성링,40,270,0.2,5.3,0.52%,2.15%,높음,10
포경수술시기,70,730,0,1,-,0.19%,높음,10
부산신장결석,< 10,< 10,0,0,-,-,높음,7
비뇨기과의원,70,650,0.7,4,1.38%,0.69%,높음,10
전립선병원,20,150,0,1.6,-,1.06%,높음,10
창원요로결석,50,90,0.1,1.8,0.31%,1.77%,중간,7
비아그라처방,860,"5,170",0.9,35,0.11%,0.74%,높음,10
여성검진,30,210,0,1.1,-,0.58%,높음,10
자궁경부암예방접종,"1,230","11,100",0.5,21.8,0.05%,0.23%,높음,10
신장이식병원,10,40,0,0.3,-,0.7%,높음,3
인공고환수술,< 10,10,0.3,1,10%,8.52%,중간,7
산부인과검사,70,790,0,3,-,0.57%,높음,10
자궁경부암검사비용,220,"2,800",0.1,5.6,0.05%,0.23%,높음,10
비아그라가격,350,"2,690",4.4,130.8,1.39%,5.3%,높음,10
송도원비뇨기과,50,270,1.3,0.9,3.13%,0.43%,중간,2
전립선암2기,290,930,0.5,5.4,0.31%,0.81%,높음,10
전립선암3기,250,"1,460",0.2,7.2,0.09%,0.54%,높음,10
전립선암4기,220,"1,060",0.3,4.6,0.15%,0.48%,높음,10
전립선암명의,110,460,0,0,-,-,낮음,0
전립선암뼈전이,50,480,0,0,-,-,높음,3
전립선암에좋은음식,140,"1,350",0.2,46.6,0.17%,3.85%,높음,10
전립선암재발,20,130,0,1,-,0.94%,높음,3
전립선암치료,210,920,0.2,7,0.11%,0.82%,높음,9
전립선암치료방법,40,120,0.1,1,0.23%,0.99%,높음,10
자궁경부암산부인과,< 10,30,0,0,-,-,높음,7
유로진부산,< 10,20,0,0,-,-,낮음,2
달성군비뇨기과,10,40,0,0.3,-,0.71%,높음,7
PAPSMEAR,250,510,0,0,-,-,높음,3
사타구니멍울,230,"5,010",0,6.8,-,0.14%,높음,7
원추절제술,610,"3,100",0,3.8,-,0.13%,높음,10
임질증상,80,490,0.1,0,0.13%,-,높음,10
임질치료,50,200,0,0.3,-,0.15%,높음,7
포진,660,"3,760",0,3.1,-,0.12%,높음,7
헤르페스검사,140,850,0,1,-,0.13%,높음,10
부인과질환,100,580,0,4.8,-,0.84%,높음,10
CGM,590,"1,610",3.8,25.7,0.65%,1.65%,중간,8
비뇨기과전문의,10,200,0.2,3.4,1.18%,1.81%,높음,10
아담스비뇨기과,20,80,0,5,-,7.03%,중간,4
분당남성수술,< 10,< 10,0.6,0,19.05%,-,높음,7
양산포경수술,< 10,20,0.7,1.1,71.43%,5.27%,중간,7
노원구신장내과,< 10,20,0,1,-,4.17%,높음,10
남자비뇨기과,40,260,0.3,3,0.7%,1.19%,높음,10
비뇨기과상담,10,60,1.2,2.8,8%,5.6%,높음,10
자궁경부암검사,"2,020","23,000",0.6,24.3,0.04%,0.12%,높음,10
급성전립선염,140,540,0,2,-,0.5%,높음,10
남성전립선,10,120,0.1,0.7,1.29%,1.01%,높음,8
남자회음부통증,40,280,0,0,-,-,높음,3
세균성전립선염,10,40,0,0,-,-,높음,7
전립선건강,50,130,0.3,3.5,0.5%,2.61%,높음,8
전립선검사비용,50,350,0.1,5.4,0.19%,1.64%,높음,10
전립선약추천,10,100,0.1,4.5,1.05%,4.02%,높음,8
전립선염완치,< 10,30,0,0,-,-,높음,7
전립선염체외충격파,< 10,10,0,0,-,-,높음,7
전립선염치료기간,40,200,0,0,-,-,높음,3
전립선염통증,30,160,0,0,-,-,높음,3
전립선원인,< 10,100,0,0.3,-,0.44%,중간,6
동탄내과,500,"2,710",2,20.4,0.44%,0.82%,높음,10
동탄병원,220,"1,040",0.6,5.3,0.31%,0.54%,높음,10
동탄정신건강의학과,80,870,0.9,7.8,0.99%,0.94%,높음,7
비뇨기과진료과목,< 10,60,0,0.5,-,0.97%,높음,10
남자정관수술,50,380,0,3.3,-,0.89%,높음,10
자궁내막염,140,"1,770",0,1.5,-,0.1%,높음,10
부정출혈산부인과,20,240,0,0.3,-,0.21%,높음,3
하혈,710,"5,840",0.1,1.5,0.02%,0.04%,높음,10
용인비뇨기과,80,450,0.1,8.2,0.13%,2%,높음,10
혈액검사,670,"4,010",0.2,15.8,0.04%,0.42%,높음,10
피임,160,"1,550",0,1.6,-,0.12%,높음,10
킴스비뇨기과,20,130,0,0,-,-,중간,1
전립선염병원,20,70,0,0.8,-,1.22%,높음,10
피부비뇨기과,130,"1,800",0,4.7,-,0.3%,높음,10
역삼역비뇨기과,110,130,0.1,1.4,0.12%,1.12%,높음,9
안과,"20,400","303,800",26.1,347.8,0.15%,0.13%,높음,10
부산진역비뇨기과,< 10,30,0,0,-,-,높음,3
크롬영양제,150,630,1.6,12,1.11%,1.94%,높음,9
에이즈,"1,330","10,100",0,6.3,-,0.07%,높음,10
비세균성전립선염,30,170,0,1.7,-,1.12%,높음,10
인천송도비뇨기과,40,440,0,16.4,-,4.21%,높음,7
영종도비뇨기과,30,320,0.2,4,0.59%,1.34%,중간,6
대전여자비뇨기과,< 10,50,0,0.7,-,1.24%,높음,7
무당두유,110,300,1.4,8,1.45%,2.74%,중간,8
천연인슐린,80,"1,390",0.5,19.8,0.73%,1.56%,높음,10
전립선비뇨기과,10,50,0,0.8,-,1.71%,높음,10
비뇨기과정액검사,40,190,0,0,-,-,높음,7
개슬개골탈구,< 10,< 10,0,0,-,-,높음,7
당뇨병치료,160,540,0,4.2,-,0.82%,높음,10
성기능장애,40,400,0.5,4.6,1.07%,1.23%,높음,10
산부인과초음파,130,840,0,0.5,-,0.09%,높음,10
HPV치료,40,290,0.2,1,0.49%,0.36%,높음,10
비뇨기과남자간호사,< 10,30,0,0.3,-,1.14%,높음,7
비뇨의학과의원,10,40,0,1,-,2.95%,높음,7
여성질환검사,< 10,20,0,0,-,-,높음,7
유발성전정통,< 10,60,0,0.3,-,0.51%,높음,3
비뇨기과정관수술,10,110,0,0.7,-,0.6%,높음,10
의정부포경수술,< 10,80,0.2,1.3,6.67%,2.12%,높음,10
허리삐끗했을때,"1,330","16,400",0.9,80.8,0.08%,0.53%,높음,10
중구비뇨기과,"1,180",70,0,0,-,-,높음,3
인천발기부전,20,30,0,0.6,-,1.67%,높음,9
전립선비대증리줌,30,70,0,1.5,-,2.74%,높음,7
여성생식기,210,"3,470",0.3,19.2,0.18%,0.81%,높음,10
인천남동구비뇨기과,10,130,0.2,2.5,2.3%,3.66%,높음,10
야경증,"1,880","22,800",0,4.6,-,0.06%,높음,10
압구정비뇨기과,40,310,0,2,-,0.63%,높음,10
소아보약,< 10,< 10,0,0,-,-,높음,7
비뇨기과수술비용,< 10,10,0,0.3,-,1.67%,높음,10
남성비뇨기과추천,< 10,70,0.3,2.8,5%,3.74%,높음,10
검단신도시비뇨기과,10,150,0,0.3,-,0.22%,높음,3
신월동비뇨기과,10,80,0,1.4,-,1.8%,높음,9
부산남성확대,60,20,0,0.6,-,2.89%,중간,5
부고환염,300,"1,760",0.4,1.5,0.16%,0.09%,높음,7
청담동비뇨기과,< 10,40,0,1,-,2.33%,높음,7
회음부,"1,330","9,200",0.1,6.4,0.01%,0.08%,높음,10
포텐필,20,30,0.5,0,2.44%,-,중간,2
신사동비뇨기과,10,60,0,0.2,-,0.43%,높음,10
갱년기호르몬치료,390,"3,360",0.2,31.5,0.06%,0.95%,높음,10
만성전립선염치료,40,150,0.1,2,0.21%,1.32%,높음,10
강아지잠복고환수술,< 10,40,0,0,-,-,높음,3
비뇨기과수술,40,160,0.4,2.2,1.03%,1.58%,높음,10
대구성서비뇨기과,< 10,20,0,0,-,-,높음,3
대구이룸비뇨기과,10,90,0.8,7.6,5.46%,8.74%,중간,4
이룸비뇨의학과,20,110,0.8,6.8,2.65%,5.85%,중간,5
전립선비대증로봇수술,20,70,0,1.8,-,3.11%,높음,7
난소암,930,"6,360",0.1,24.6,0.02%,0.42%,높음,10
